"","factor","gdppc.gap.ln_l","AME","SE","z","p","lower","upper","model"
"2350","gdppc.gap.ln_l",7.79146454710798,0.0501881796717037,0.0327536698792301,1.53229179682028,0.125450444493119,-0.0140078336531017,0.114384192996509,"nearest"
"2351","gdppc.gap.ln_l",7.99146454710798,0.0367356447035116,0.0291810741518384,1.25888596534741,0.20807152379954,-0.0204582096642842,0.0939294990713079,"nearest"
"2352","gdppc.gap.ln_l",8.19146454710798,0.0223371843815289,0.0252241103578102,0.885548947600945,0.375860632327545,-0.0271011634618426,0.0717755322249006,"nearest"
"2353","gdppc.gap.ln_l",8.39146454710798,0.00737798350882735,0.0216272220270854,0.341143374751844,0.732995649290606,-0.0350105927499115,0.0497665597675661,"nearest"
"2354","gdppc.gap.ln_l",8.59146454710798,-0.00776392926462364,0.0193295424979616,-0.401661304991692,0.68793330576768,-0.0456491363982648,0.0301212778690176,"nearest"
"2355","gdppc.gap.ln_l",8.79146454710798,-0.0227135355739791,0.0191135618189759,-1.18834656717039,0.234696898392408,-0.0601754283554519,0.0147483572074934,"nearest"
"2356","gdppc.gap.ln_l",8.99146454710798,-0.037092658072233,0.0209127935498766,-1.77368260169393,0.076115665878141,-0.0780809802461123,0.00389566410164695,"nearest"
"2357","gdppc.gap.ln_l",9.19146454710798,-0.0505159196488583,0.0238294710292375,-2.11989261477429,0.0340151023599868,-0.097220824636805,-0.00381101466091287,"nearest"
"2358","gdppc.gap.ln_l",9.39146454710798,-0.0625927266595582,0.0268565487402609,-2.33063180473837,0.0197727829298035,-0.115230594939515,-0.00995485837960299,"nearest"
"2359","gdppc.gap.ln_l",9.59146454710798,-0.072938337095613,0.0292270882008118,-2.49557316809914,0.0125753817450522,-0.13022237734218,-0.015654296849047,"nearest"
"2360","gdppc.gap.ln_l",9.79146454710798,-0.0811954912376377,0.0304106753299195,-2.66996672572258,0.00758587639964671,-0.14079931962982,-0.0215916628454539,"nearest"
"2361","gdppc.gap.ln_l",9.99146454710798,-0.0870656575450591,0.0300998983291884,-2.89255653267871,0.00382120407304087,-0.146060374208586,-0.0280709408815328,"nearest"
"2362","gdppc.gap.ln_l",10.191464547108,-0.090345893867756,0.028165076191026,-3.20772765729432,0.0013378812539819,-0.145548428823993,-0.0351433589115184,"nearest"
"2363","gdppc.gap.ln_l",10.391464547108,-0.0909643347278932,0.0247302305771718,-3.67826472317089,0.000234826166815526,-0.139434695988521,-0.0424939734672651,"nearest"
"2364","gdppc.gap.ln_l",10.591464547108,-0.0890055068982097,0.0202066346833071,-4.40476646869546,1.05897897086591e-05,-0.12860978312625,-0.0494012306701705,"nearest"
"2365","gdppc.gap.ln_l",10.791464547108,-0.0847171980559183,0.0153452888136167,-5.5207301136453,3.37593963722229e-08,-0.114793411462973,-0.054640984648865,"nearest"
"2366","gdppc.gap.ln_l",10.991464547108,-0.0784939869151209,0.0114671679738786,-6.84510657678727,7.64189570156311e-12,-0.100969223148594,-0.0560187506816471,"nearest"
"2367","gdppc.gap.ln_l",11.191464547108,-0.0708381428799317,0.010387645040935,-6.81946125428595,9.13825551340838e-12,-0.0911975530443497,-0.0504787327155124,"nearest"
"2368","gdppc.gap.ln_l",11.391464547108,-0.0623046022617111,0.0121498114134898,-5.12803039827723,2.92789174614986e-07,-0.0861177950511052,-0.038491409472318,"nearest"
"2369","gdppc.gap.ln_l",11.591464547108,-0.0534408821670996,0.0147245291359498,-3.62937800412404,0.000284104958883822,-0.0823004289628717,-0.0245813353713272,"nearest"
"2370","gdppc.gap.ln_l",11.791464547108,-0.0447335534049179,0.0167520577732091,-2.67033184881075,0.00757763150153913,-0.0775669833073416,-0.0119001235024935,"nearest"
"2371","gdppc.gap.ln_l",5.99146454710798,0.079964129416008,0.0130637824403708,6.12105489210353,9.29578712700467e-10,0.0543595863310136,0.105568672501001,"optimal"
"2372","gdppc.gap.ln_l",6.19146454710798,0.0867531047699649,0.0133189299699079,6.51351910145711,7.34102652335817e-11,0.0606484817163328,0.112857727823594,"optimal"
"2373","gdppc.gap.ln_l",6.39146454710798,0.0915167131976605,0.017708522505679,5.16794742013693,2.36678868280122e-07,0.0568086468671136,0.126224779528209,"optimal"
"2374","gdppc.gap.ln_l",6.59146454710798,0.0938070397039402,0.0236294279569669,3.96992427725201,7.1895477047431e-05,0.0474942119330008,0.140119867474879,"optimal"
"2375","gdppc.gap.ln_l",6.79146454710798,0.093338576791913,0.0291728794562779,3.1994982508258,0.00137667022597065,0.0361607837322803,0.150516369851546,"optimal"
"2376","gdppc.gap.ln_l",6.99146454710798,0.0900091605676636,0.0333885752063566,2.69580717390203,0.00702183018879041,0.0245687556680967,0.155449565467229,"optimal"
"2377","gdppc.gap.ln_l",7.19146454710798,0.0838932368123625,0.0358361854855526,2.3410202753355,0.0192311227047418,0.0136556039173832,0.154130869707343,"optimal"
"2378","gdppc.gap.ln_l",7.39146454710798,0.0752130509214078,0.0364099198672387,2.06572964718562,0.0388540142724462,0.00385091930163016,0.146575182541185,"optimal"
"2379","gdppc.gap.ln_l",7.59146454710798,0.064297663658158,0.0352491370822728,1.82409184962698,0.0681381875096494,-0.00478937550921134,0.133384702825529,"optimal"
"2380","gdppc.gap.ln_l",7.79146454710798,0.0515404059524622,0.0326677542646633,1.57771500100371,0.11463109847462,-0.0124872158620827,0.115568027767007,"optimal"
"2381","gdppc.gap.ln_l",7.99146454710798,0.0373631554033355,0.0291176440510258,1.28317920700797,0.199429298949939,-0.0197063782513326,0.0944326890580025,"optimal"
"2382","gdppc.gap.ln_l",8.19146454710798,0.0221921237697313,0.0251800045000892,0.881339150263165,0.378134281941069,-0.0271597781810003,0.0715440257204623,"optimal"
"2383","gdppc.gap.ln_l",8.39146454710798,0.0064461165205751,0.0216271590367891,0.298056555167966,0.765659999278422,-0.0359423362794515,0.0488345693206015,"optimal"
"2384","gdppc.gap.ln_l",8.59146454710798,-0.00946467938769291,0.0194025627202089,-0.487805632904095,0.625687521144807,-0.0474930035270819,0.0285636447516961,"optimal"
"2385","gdppc.gap.ln_l",8.79146454710798,-0.0251331693145948,0.0192649695076551,-1.30460467661825,0.192027495011466,-0.062891815712861,0.0126254770836717,"optimal"
"2386","gdppc.gap.ln_l",8.99146454710798,-0.040147809234057,0.0210993139802531,-1.90280163950503,0.0570664332175271,-0.0815017047338553,0.00120608626574168,"optimal"
"2387","gdppc.gap.ln_l",9.19146454710798,-0.054088014881352,0.0239851373174212,-2.25506379911638,0.0241293245031649,-0.101098020187745,-0.00707800957495835,"optimal"
"2388","gdppc.gap.ln_l",9.39146454710798,-0.0665271261669741,0.0269091436176522,-2.47228700817267,0.0134251686133613,-0.119268078512389,-0.0137861738215602,"optimal"
