"","gdppc.gap.ln_l","AME","SE","model"
"1",5.99146454710798,0.00680708985451553,0.00206533416919137,"imp1.csv"
"2",6.19146454710798,0.00786542827239191,0.00192207249386713,"imp1.csv"
"3",6.39146454710798,0.00890067473417659,0.0017534767157132,"imp1.csv"
"4",6.59146454710798,0.00985752302231008,0.00164032920627551,"imp1.csv"
"5",6.79146454710798,0.0106758448821233,0.0016858988417675,"imp1.csv"
"6",6.99146454710798,0.011294828299392,0.00193876397287049,"imp1.csv"
"7",7.19146454710798,0.0116576404316832,0.0023507154596676,"imp1.csv"
"8",7.39146454710798,0.0117161179968632,0.00283754427838336,"imp1.csv"
"9",7.59146454710798,0.0114349814580406,0.00333033983229855,"imp1.csv"
"10",7.79146454710798,0.0107951422412818,0.00378349975701051,"imp1.csv"
"11",7.99146454710798,0.00979580184571975,0.00417134988662788,"imp1.csv"
"12",8.19146454710798,0.00845519630779982,0.00448383054220194,"imp1.csv"
"13",8.39146454710798,0.00680998788328493,0.00472277542835662,"imp1.csv"
"14",8.59146454710798,0.004913424976165,0.00489636860535165,"imp1.csv"
"15",8.79146454710798,0.00283247021414542,0.00501384037777731,"imp1.csv"
"16",8.99146454710798,0.000644135986294623,0.005080074741187,"imp1.csv"
"17",9.19146454710798,-0.00156872360202771,0.00509254927506143,"imp1.csv"
"18",9.39146454710798,-0.0037219216668851,0.00504134147961308,"imp1.csv"
"19",9.59146454710798,-0.00573451454076298,0.0049123712014996,"imp1.csv"
"20",9.79146454710798,-0.00753321355006887,0.00469286726926837,"imp1.csv"
"21",9.99146454710798,-0.0090563954207079,0.00437741290991976,"imp1.csv"
"22",10.191464547108,-0.0102574649795806,0.00397439106263577,"imp1.csv"
"23",10.391464547108,-0.0111073224641829,0.00351134455175866,"imp1.csv"
"24",10.591464547108,-0.0115957083064385,0.00304139058246701,"imp1.csv"
"25",10.791464547108,-0.0117312534384407,0.00264567132591226,"imp1.csv"
"26",10.991464547108,-0.0115401594587521,0.00242005360450649,"imp1.csv"
"27",11.191464547108,-0.0110635664869725,0.00241848320019191,"imp1.csv"
"28",11.391464547108,-0.0103538209374355,0.00259775524488174,"imp1.csv"
"29",11.591464547108,-0.00947000361425672,0.00285264496223009,"imp1.csv"
"30",11.791464547108,-0.00847318795324923,0.00308800577993235,"imp1.csv"
"31",5.99146454710798,0.00648639875087001,0.00200214926609045,"imp10.csv"
"32",6.19146454710798,0.00756961652217296,0.00187295416825088,"imp10.csv"
"33",6.39146454710798,0.00865089671846775,0.00170639530866054,"imp10.csv"
"34",6.59146454710798,0.0096757740177602,0.00157795896659755,"imp10.csv"
"35",6.79146454710798,0.0105832270752436,0.00159661154210755,"imp10.csv"
"36",6.99146454710798,0.0113096967652362,0.00182921400551658,"imp10.csv"
"37",7.19146454710798,0.0117938424465142,0.00223679197172675,"imp10.csv"
"38",7.39146454710798,0.0119815314386822,0.00273177805359055,"imp10.csv"
"39",7.59146454710798,0.011830516527077,0.00323959028115965,"imp10.csv"
"40",7.79146454710798,0.0113143061531019,0.00371003217929863,"imp10.csv"
"41",7.99146454710798,0.0104248533650213,0.00411399340057162,"imp10.csv"
"42",8.19146454710798,0.00917385040334488,0.0044393545288932,"imp10.csv"
"43",8.39146454710798,0.00759258074842043,0.00468718713827649,"imp10.csv"
"44",8.59146454710798,0.00573042066951783,0.00486721609005207,"imp10.csv"
"45",8.79146454710798,0.00365218101238199,0.00499145771211426,"imp10.csv"
"46",8.99146454710798,0.00143453393236646,0.00506843202932672,"imp10.csv"
"47",9.19146454710798,-0.000838213478178076,0.00509870135008775,"imp10.csv"
"48",9.39146454710798,-0.00307874173279569,0.00507371504995135,"imp10.csv"
"49",9.59146454710798,-0.00520149242283892,0.00497848432754199,"imp10.csv"
"50",9.79146454710798,-0.00712735382743826,0.00479734589614852,"imp10.csv"
"51",9.99146454710798,-0.0087880159734959,0.00452056416619064,"imp10.csv"
"52",10.191464547108,-0.010129741222449,0.00415104227689225,"imp10.csv"
"53",10.391464547108,-0.0111162882565597,0.0037106330527405,"imp10.csv"
"54",10.591464547108,-0.0117307371787021,0.0032462247761651,"imp10.csv"
"55",10.791464547108,-0.0119760066117223,0.00283355050592323,"imp10.csv"
"56",10.991464547108,-0.0118739403971403,0.00256808671146537,"imp10.csv"
"57",11.191464547108,-0.0114629718444397,0.00251919903653397,"imp10.csv"
"58",11.391464547108,-0.0107945342989776,0.00266700793849055,"imp10.csv"
"59",11.591464547108,-0.00992855198780086,0.00291525087364863,"imp10.csv"
"60",11.791464547108,-0.00892848031696893,0.00316237683105411,"imp10.csv"
"61",5.99146454710798,0.0070764671031252,0.00207714628299547,"imp11.csv"
"62",6.19146454710798,0.00812007487888314,0.0019016469169253,"imp11.csv"
"63",6.39146454710798,0.00912368832895821,0.00171314126551962,"imp11.csv"
"64",6.59146454710798,0.010030815548158,0.00160866202567162,"imp11.csv"
"65",6.79146454710798,0.0107814535631082,0.00169802727941918,"imp11.csv"
"66",6.99146454710798,0.0113163739719695,0.00200650069384301,"imp11.csv"
"67",7.19146454710798,0.0115817744386676,0.00245863638052678,"imp11.csv"
"68",7.39146454710798,0.0115337985132986,0.00296186088153167,"imp11.csv"
"69",7.59146454710798,0.0111424452652871,0.00344779325749687,"imp11.csv"
"70",7.79146454710798,0.0103944808970051,0.00387303247479635,"imp11.csv"
"71",7.99146454710798,0.00929510141910677,0.00421440393277602,"imp11.csv"
"72",8.19146454710798,0.00786824729398487,0.00446539014505092,"imp11.csv"
