"","var","coef","se","model"
"gdppc.gap.ln_l122","gdppc.gap.ln_l",3.9023205844243,1.26391090147139,"optimal"
"I(gdppc.gap.ln_l^2)122","I(gdppc.gap.ln_l^2)",-0.224248787979812,0.0729771149087001,"optimal"
"(Intercept)33","(Intercept)",-17.4536526679227,5.57911989327694,"nearest"
"gdppc.gap.ln_l33","gdppc.gap.ln_l",3.89736878819086,1.30010767693795,"nearest"
"I(gdppc.gap.ln_l^2)33","I(gdppc.gap.ln_l^2)",-0.22335138670236,0.0750896718602152,"nearest"
"(Intercept)123","(Intercept)",-17.4919132250412,5.61034367870271,"optimal"
"gdppc.gap.ln_l123","gdppc.gap.ln_l",3.91141694185636,1.30829284602662,"optimal"
"I(gdppc.gap.ln_l^2)123","I(gdppc.gap.ln_l^2)",-0.224448308258271,0.0756113622234614,"optimal"
"(Intercept)34","(Intercept)",-17.7963626840111,5.44124771477871,"nearest"
"gdppc.gap.ln_l34","gdppc.gap.ln_l",3.96786850850955,1.26672328804039,"nearest"
"I(gdppc.gap.ln_l^2)34","I(gdppc.gap.ln_l^2)",-0.226860931862341,0.0730994343876091,"nearest"
"(Intercept)124","(Intercept)",-17.5120019917135,5.51646785044845,"optimal"
"gdppc.gap.ln_l124","gdppc.gap.ln_l",3.90165736682898,1.28597426918341,"optimal"
"I(gdppc.gap.ln_l^2)124","I(gdppc.gap.ln_l^2)",-0.223070444466749,0.0743048283524715,"optimal"
"(Intercept)35","(Intercept)",-17.1424254402151,5.53369288494668,"nearest"
"gdppc.gap.ln_l35","gdppc.gap.ln_l",3.82726255344079,1.28919542099287,"nearest"
"I(gdppc.gap.ln_l^2)35","I(gdppc.gap.ln_l^2)",-0.219462983420789,0.074443736791883,"nearest"
"(Intercept)125","(Intercept)",-16.9325535314259,5.62179849155238,"optimal"
"gdppc.gap.ln_l125","gdppc.gap.ln_l",3.78724223301012,1.3099399901465,"optimal"
"I(gdppc.gap.ln_l^2)125","I(gdppc.gap.ln_l^2)",-0.217671240429829,0.0756498188374693,"optimal"
"(Intercept)36","(Intercept)",-17.7868682630506,5.2832216381084,"nearest"
"gdppc.gap.ln_l36","gdppc.gap.ln_l",3.98170310652735,1.22914475787898,"nearest"
"I(gdppc.gap.ln_l^2)36","I(gdppc.gap.ln_l^2)",-0.228540410456692,0.0708953168053804,"nearest"
"(Intercept)126","(Intercept)",-18.0705344206059,5.27350355496291,"optimal"
"gdppc.gap.ln_l126","gdppc.gap.ln_l",4.05281159178204,1.22867753050931,"optimal"
"I(gdppc.gap.ln_l^2)126","I(gdppc.gap.ln_l^2)",-0.23289848967395,0.0709699664229696,"optimal"
"(Intercept)37","(Intercept)",-17.517516040232,5.38621703383363,"nearest"
"gdppc.gap.ln_l37","gdppc.gap.ln_l",3.91441349987532,1.25606980788591,"nearest"
"I(gdppc.gap.ln_l^2)37","I(gdppc.gap.ln_l^2)",-0.224436719320915,0.0726082898329791,"nearest"
"(Intercept)127","(Intercept)",-17.8410554110028,5.33827452962697,"optimal"
"gdppc.gap.ln_l127","gdppc.gap.ln_l",3.99290994912495,1.24576215023657,"optimal"
"I(gdppc.gap.ln_l^2)127","I(gdppc.gap.ln_l^2)",-0.229109031962,0.0720654905710506,"optimal"
"(Intercept)38","(Intercept)",-16.4531436678643,5.42275438323143,"nearest"
"gdppc.gap.ln_l38","gdppc.gap.ln_l",3.66164050549343,1.25989356497052,"nearest"
"I(gdppc.gap.ln_l^2)38","I(gdppc.gap.ln_l^2)",-0.209662856287559,0.0725699004023385,"nearest"
"(Intercept)128","(Intercept)",-17.2170360004102,5.41052949005477,"optimal"
"gdppc.gap.ln_l128","gdppc.gap.ln_l",3.847739913138,1.25691898596944,"optimal"
"I(gdppc.gap.ln_l^2)128","I(gdppc.gap.ln_l^2)",-0.220794601961252,0.0723895225872273,"optimal"
"(Intercept)39","(Intercept)",-18.1538435833184,5.41912413700327,"nearest"
"gdppc.gap.ln_l39","gdppc.gap.ln_l",4.05266796785113,1.2635386467395,"nearest"
"I(gdppc.gap.ln_l^2)39","I(gdppc.gap.ln_l^2)",-0.231806617388061,0.0730242221278031,"nearest"
"(Intercept)129","(Intercept)",-18.7643317647475,5.45988628647238,"optimal"
"gdppc.gap.ln_l129","gdppc.gap.ln_l",4.20127280920876,1.27383103188216,"optimal"
"I(gdppc.gap.ln_l^2)129","I(gdppc.gap.ln_l^2)",-0.240692340847558,0.073657858054579,"optimal"
"(Intercept)40","(Intercept)",-16.5625279389584,5.47041057471191,"nearest"
"gdppc.gap.ln_l40","gdppc.gap.ln_l",3.6933963140168,1.27424847500657,"nearest"
