"","var","coef","se","model"
"year19551","year1955",-0.136777540422001,0.0918738027080768,"imp10.csv"
"year19561","year1956",2.0559822966197,0.423017038580416,"imp10.csv"
"year19571","year1957",0.471931693029351,0.707187402730532,"imp10.csv"
"year19581","year1958",0.521255855084549,0.709428789776931,"imp10.csv"
"year19591","year1959",-0.424704278114252,0.102126837612512,"imp10.csv"
"year19601","year1960",1.74793550676125,0.489277536317309,"imp10.csv"
"year19611","year1961",0.367254099362509,0.699043479447961,"imp10.csv"
"year19621","year1962",0.327622529838804,0.690012749292752,"imp10.csv"
"year19631","year1963",0.3399838764767,0.689246574799989,"imp10.csv"
"year19641","year1964",0.777048916935531,0.593396714674538,"imp10.csv"
"year19651","year1965",0.712994353717749,0.59572429574589,"imp10.csv"
"year19661","year1966",-0.761634218964541,0.136645210085973,"imp10.csv"
"year19671","year1967",-0.566748505058657,0.112219984686864,"imp10.csv"
"year19681","year1968",0.98241722590889,0.611788267094157,"imp10.csv"
"year19691","year1969",-0.742204375489299,0.121389877157479,"imp10.csv"
"year19701","year1970",0.911767869112524,0.606044002126129,"imp10.csv"
"year19711","year1971",-0.839622617050366,0.128711899486169,"imp10.csv"
"year19721","year1972",0.270696631834599,0.686833452192462,"imp10.csv"
"year19731","year1973",0.991584108755564,0.545038169996565,"imp10.csv"
"year19741","year1974",-0.898071456138635,0.160193929030796,"imp10.csv"
"year19751","year1975",0.25883680614185,0.72621500636376,"imp10.csv"
"year19761","year1976",0.809914360289782,0.597922246281939,"imp10.csv"
"year19771","year1977",1.71613104426577,0.450571643631931,"imp10.csv"
"year19781","year1978",-0.118030447212597,0.689871793044022,"imp10.csv"
"year19791","year1979",0.912671185569361,0.558935507311927,"imp10.csv"
"year19801","year1980",0.595461046506596,0.563272631900842,"imp10.csv"
"year19811","year1981",0.0491572362455908,0.695811644254325,"imp10.csv"
"year19821","year1982",0.537574529891975,0.585039581523695,"imp10.csv"
"year19831","year1983",0.993200363852565,0.524359111736427,"imp10.csv"
"year19841","year1984",0.565030591764249,0.543400393498519,"imp10.csv"
"year19851","year1985",0.575126487825752,0.523105234004074,"imp10.csv"
"year19861","year1986",0.712231262364367,0.555829448840623,"imp10.csv"
"year19871","year1987",1.52597482297544,0.414003808581393,"imp10.csv"
"year19881","year1988",-0.281178307330982,0.694652954511222,"imp10.csv"
"year19891","year1989",1.56378085677727,0.410018318197658,"imp10.csv"
"year19901","year1990",1.63678141658397,0.368034380393678,"imp10.csv"
"year19911","year1991",0.597773645148586,0.447004739081043,"imp10.csv"
"year19921","year1992",0.634826905767763,0.485944056048961,"imp10.csv"
"year19931","year1993",-0.222385257907224,0.607156232213627,"imp10.csv"
"year19941","year1994",-0.561141982587228,0.688953251301257,"imp10.csv"
"year19951","year1995",-0.287636473103484,0.705359138202878,"imp10.csv"
"year19961","year1996",-1.39262726609549,0.16656110875496,"imp10.csv"
"year19971","year1997",0.457330471265695,0.568547607064996,"imp10.csv"
"year19981","year1998",-0.118002335593848,0.582013844594,"imp10.csv"
"year19991","year1999",1.01228324926299,0.453275532538075,"imp10.csv"
"year20001","year2000",1.02987897549774,0.391038097182485,"imp10.csv"
"year20011","year2001",0.206448345065419,0.559534427249429,"imp10.csv"
"year20021","year2002",-0.034068425533261,0.599227180708876,"imp10.csv"
"year20031","year2003",0.291701383751816,0.467003380648053,"imp10.csv"
"year20041","year2004",0.119608081625719,0.500776599351897,"imp10.csv"
"year20051","year2005",0.89708592468281,0.406896471025344,"imp10.csv"
"year20061","year2006",0.320917726005916,0.517689353431139,"imp10.csv"
"year20071","year2007",0.928563935424276,0.39702164985133,"imp10.csv"
"year20081","year2008",0.051059984327698,0.5310889245013,"imp10.csv"
"year20091","year2009",0.801941754953878,0.455704869247656,"imp10.csv"
"year20101","year2010",0.312912070388271,0.505901702683698,"imp10.csv"
"year20111","year2011",0.949599502892597,0.405285304097965,"imp10.csv"
"year20121","year2012",0.523586610854356,0.471482633441839,"imp10.csv"
"year20131","year2013",0.568457728104658,0.428725664802559,"imp10.csv"
"year20141","year2014",0.812329757318361,0.460031268598318,"imp10.csv"
"year20151","year2015",0.80266939330612,0.410502244728068,"imp10.csv"
"year20161","year2016",0.139525254757956,0.521416158570833,"imp10.csv"
"year20171","year2017",0.936543728657541,0.420514750207024,"imp10.csv"
"year20181","year2018",0.0045381851232435,0.516094130874088,"imp10.csv"
"year20191","year2019",0.996961878910786,0.380731499894708,"imp10.csv"
"(Intercept)2","(Intercept)",-8.48878886734674,1.01132784947586,"imp11.csv"
"gdppc.gap.ln_l2","gdppc.gap.ln_l",0.178990022236525,0.125965855793596,"imp11.csv"
"growth.gap.5_l2","growth.gap.5_l",0.784969866773463,1.3875782332125,"imp11.csv"
"pop_ln_l2","pop_ln_l",0.242469008947757,0.040852865563751,"imp11.csv"
"polity2_l2","polity2_l",-0.00941817338342101,0.013232541589496,"imp11.csv"
"I(polity2_l^2)2","I(polity2_l^2)",-0.0111193724572805,0.00207121578528602,"imp11.csv"
"Polity5_durable_ln_l2","Polity5_durable_ln_l",-0.105962069799451,0.0552324704927688,"imp11.csv"
"BESS_plus_WB_Urbanization_l2","BESS_plus_WB_Urbanization_l",-0.00501903645186798,0.00470754119032936,"imp11.csv"
"VDEM_v2x_execorr_l2","VDEM_v2x_execorr_l",0.939274360307804,0.283205025513507,"imp11.csv"
"Mean_year_schooling_interpolated_l2","Mean_year_schooling_interpolated_l",0.0772517912491738,0.0323946945531454,"imp11.csv"
"oil.pc.ln_l2","oil.pc.ln_l",-0.00868331030393825,0.0152094878000067,"imp11.csv"
"sum.nvc.nonviol2","sum.nvc.nonviol",0.356713707913742,0.14117180045666,"imp11.csv"
"sum.nvc.nonviol_l2","sum.nvc.nonviol_l",0.694187791834936,0.142121368577311,"imp11.csv"
"cumsum.nvc.nonviol2","cumsum.nvc.nonviol",0.179845069860361,0.0430300086195928,"imp11.csv"
"year19512","year1951",1.07488181130087,0.694712246350458,"imp11.csv"
"year19522","year1952",0.980938967291799,0.692178681829468,"imp11.csv"
"year19532","year1953",-0.0576973817084968,0.0411788222116416,"imp11.csv"
"year19542","year1954",-0.0733409891873974,0.0625686365009765,"imp11.csv"
"year19552","year1955",-0.0749407851555692,0.0763213138180595,"imp11.csv"
"year19562","year1956",2.0723891422978,0.42358129197919,"imp11.csv"
"year19572","year1957",0.457062329876922,0.706820519902796,"imp11.csv"
"year19582","year1958",0.579388686347993,0.706841495705903,"imp11.csv"
"year19592","year1959",-0.419995509153822,0.103870836836272,"imp11.csv"
"year19602","year1960",1.74990924221014,0.496491089031421,"imp11.csv"
"year19612","year1961",0.361018003423819,0.696830464228982,"imp11.csv"
"year19622","year1962",0.344589761656624,0.688157697492183,"imp11.csv"
"year19632","year1963",0.375132865371622,0.682762519051337,"imp11.csv"
"year19642","year1964",0.857947643465419,0.584130982660318,"imp11.csv"
"year19652","year1965",0.743974950853165,0.594601734262677,"imp11.csv"
"year19662","year1966",-0.721743075224955,0.125405792563951,"imp11.csv"
"year19672","year1967",-0.575286022388688,0.119814786723435,"imp11.csv"
"year19682","year1968",1.00351378617375,0.596286281919925,"imp11.csv"
"year19692","year1969",-0.716497275703533,0.122306162336669,"imp11.csv"
"year19702","year1970",0.922026352278511,0.599140446213192,"imp11.csv"
"year19712","year1971",-0.836274194991031,0.121961099422902,"imp11.csv"
"year19722","year1972",0.30255695941525,0.684438367598408,"imp11.csv"
"year19732","year1973",0.988862085263377,0.539240128085788,"imp11.csv"
"year19742","year1974",-0.84701576341863,0.138383838701745,"imp11.csv"
"year19752","year1975",0.244696936001456,0.715245984992825,"imp11.csv"
"year19762","year1976",0.800690690409619,0.5958673878584,"imp11.csv"
"year19772","year1977",1.71383680666998,0.441355627531028,"imp11.csv"
"year19782","year1978",-0.0974977513584062,0.691399538893252,"imp11.csv"
"year19792","year1979",0.923984123694847,0.550281912156346,"imp11.csv"
"year19802","year1980",0.66999105415271,0.570522689663704,"imp11.csv"
"year19812","year1981",0.111037178604854,0.692954916476927,"imp11.csv"
"year19822","year1982",0.57033391053829,0.576639796713069,"imp11.csv"
"year19832","year1983",1.01142834147345,0.508085074873214,"imp11.csv"
"year19842","year1984",0.59587767068163,0.5385892085734,"imp11.csv"
"year19852","year1985",0.606701671555918,0.513685164985932,"imp11.csv"
"year19862","year1986",0.793423977056846,0.537997410913401,"imp11.csv"
"year19872","year1987",1.56254754286124,0.41706284139825,"imp11.csv"
"year19882","year1988",-0.200826296569333,0.672380054031193,"imp11.csv"
"year19892","year1989",1.57905458567652,0.414038320150732,"imp11.csv"
"year19902","year1990",1.69938475252982,0.363331914714646,"imp11.csv"
"year19912","year1991",0.62461365446061,0.449527773829501,"imp11.csv"
"year19922","year1992",0.669902280449813,0.480470390677994,"imp11.csv"
"year19932","year1993",-0.199844008574765,0.601265799063079,"imp11.csv"
"year19942","year1994",-0.503985394293606,0.688114796908688,"imp11.csv"
"year19952","year1995",-0.242164813815942,0.695866931564043,"imp11.csv"
"year19962","year1996",-1.34198611031166,0.158372416994552,"imp11.csv"
"year19972","year1997",0.501317449928428,0.564322281302853,"imp11.csv"
"year19982","year1998",-0.0859775097080824,0.57785816103764,"imp11.csv"
"year19992","year1999",1.04392823138333,0.449905014184517,"imp11.csv"
"year20002","year2000",1.00860548642119,0.392767506789407,"imp11.csv"
"year20012","year2001",0.221109297909727,0.557791742702634,"imp11.csv"
"year20022","year2002",-0.0102465111344293,0.591042924489876,"imp11.csv"
"year20032","year2003",0.339662310669208,0.464669980016242,"imp11.csv"
"year20042","year2004",0.129594277001889,0.500980339662287,"imp11.csv"
"year20052","year2005",0.926163758810478,0.40687178704708,"imp11.csv"
"year20062","year2006",0.337719566085187,0.522317702423493,"imp11.csv"
"year20072","year2007",0.953501941199807,0.39757557534323,"imp11.csv"
"year20082","year2008",0.0938418155012239,0.526192181252214,"imp11.csv"
"year20092","year2009",0.822535790144854,0.442220891910888,"imp11.csv"
"year20102","year2010",0.329193771554582,0.500183011118471,"imp11.csv"
"year20112","year2011",0.979502431886642,0.405806157424148,"imp11.csv"
"year20122","year2012",0.545010039702201,0.474571641022813,"imp11.csv"
"year20132","year2013",0.623516985220322,0.426895455683741,"imp11.csv"
"year20142","year2014",0.847643488025379,0.450721979421015,"imp11.csv"
"year20152","year2015",0.856209302795707,0.403393835218476,"imp11.csv"
"year20162","year2016",0.192363823212077,0.508552138232647,"imp11.csv"
"year20172","year2017",0.978141525506126,0.41284495962575,"imp11.csv"
"year20182","year2018",0.0463945327653003,0.512187115571867,"imp11.csv"
"year20192","year2019",1.02763628194199,0.373913905473567,"imp11.csv"
"(Intercept)3","(Intercept)",-8.31489318640999,1.01874106110626,"imp12.csv"
"gdppc.gap.ln_l3","gdppc.gap.ln_l",0.164258003536108,0.126888946743815,"imp12.csv"
"growth.gap.5_l3","growth.gap.5_l",0.930949085512325,1.40474231106988,"imp12.csv"
"pop_ln_l3","pop_ln_l",0.241386874401192,0.0398794815703532,"imp12.csv"
"polity2_l3","polity2_l",-0.0131808190629853,0.0125090236902065,"imp12.csv"
"I(polity2_l^2)3","I(polity2_l^2)",-0.0111291818487712,0.00212035334754855,"imp12.csv"
"Polity5_durable_ln_l3","Polity5_durable_ln_l",-0.126255200292244,0.055951650105357,"imp12.csv"
"BESS_plus_WB_Urbanization_l3","BESS_plus_WB_Urbanization_l",-0.00559139626663697,0.0046547380884327,"imp12.csv"
"VDEM_v2x_execorr_l3","VDEM_v2x_execorr_l",0.868577957867778,0.278507871646865,"imp12.csv"
"Mean_year_schooling_interpolated_l3","Mean_year_schooling_interpolated_l",0.0877148405637421,0.0321822041699749,"imp12.csv"
"oil.pc.ln_l3","oil.pc.ln_l",-0.00672279806783102,0.0150602581668293,"imp12.csv"
"sum.nvc.nonviol3","sum.nvc.nonviol",0.364716869484495,0.141122604353154,"imp12.csv"
"sum.nvc.nonviol_l3","sum.nvc.nonviol_l",0.678643717677627,0.139180380326346,"imp12.csv"
"cumsum.nvc.nonviol3","cumsum.nvc.nonviol",0.182364537644603,0.0440653288350269,"imp12.csv"
"year19513","year1951",1.05813164365889,0.684309092757769,"imp12.csv"
"year19523","year1952",1.01043234896988,0.689314136089541,"imp12.csv"
"year19533","year1953",-0.0975293604364516,0.0654244231051304,"imp12.csv"
"year19543","year1954",-0.144029395833816,0.0956140100617229,"imp12.csv"
"year19553","year1955",-0.090790911504986,0.068443190708317,"imp12.csv"
"year19563","year1956",2.04462974934613,0.428434860010268,"imp12.csv"
"year19573","year1957",0.468647700629069,0.710907666965416,"imp12.csv"
"year19583","year1958",0.590292918148896,0.70421869786617,"imp12.csv"
"year19593","year1959",-0.382570737702608,0.116129072034313,"imp12.csv"
"year19603","year1960",1.75050425490104,0.495786690203197,"imp12.csv"
"year19613","year1961",0.367093052420931,0.696802512081196,"imp12.csv"
"year19623","year1962",0.353570073875564,0.690706433992238,"imp12.csv"
"year19633","year1963",0.397400333674195,0.688646231391612,"imp12.csv"
"year19643","year1964",0.883997877204581,0.582824708781965,"imp12.csv"
"year19653","year1965",0.741971204193687,0.597662961061362,"imp12.csv"
"year19663","year1966",-0.729963188178399,0.125511927828357,"imp12.csv"
"year19673","year1967",-0.569205121639097,0.127606939786411,"imp12.csv"
"year19683","year1968",1.00253870507079,0.610712158959302,"imp12.csv"
"year19693","year1969",-0.705012437206086,0.127675955336551,"imp12.csv"
"year19703","year1970",0.9409976773866,0.603501794130401,"imp12.csv"
"year19713","year1971",-0.882289633381061,0.133665627101145,"imp12.csv"
"year19723","year1972",0.299070701443367,0.686913241259694,"imp12.csv"
"year19733","year1973",1.00303658081515,0.545375458540685,"imp12.csv"
"year19743","year1974",-0.84896534102335,0.143547268712685,"imp12.csv"
"year19753","year1975",0.311434944740522,0.718828121318188,"imp12.csv"
"year19763","year1976",0.826563150545251,0.597493121008594,"imp12.csv"
"year19773","year1977",1.71869528617567,0.439534069381856,"imp12.csv"
"year19783","year1978",-0.0962753657595709,0.6892081223317,"imp12.csv"
"year19793","year1979",0.91983672312869,0.55218336061858,"imp12.csv"
"year19803","year1980",0.646046262425023,0.564132307786257,"imp12.csv"
"year19813","year1981",0.0843555671473602,0.69244209772186,"imp12.csv"
"year19823","year1982",0.54267084289108,0.589200894019174,"imp12.csv"
"year19833","year1983",1.01975323970654,0.51645867166647,"imp12.csv"
"year19843","year1984",0.608558579372199,0.544132612637052,"imp12.csv"
"year19853","year1985",0.621170536408395,0.51370486076499,"imp12.csv"
"year19863","year1986",0.772063866524766,0.547462584018713,"imp12.csv"
"year19873","year1987",1.56114986040591,0.413919108919254,"imp12.csv"
"year19883","year1988",-0.210268125068661,0.688393835488493,"imp12.csv"
"year19893","year1989",1.56456676537627,0.419672095808091,"imp12.csv"
"year19903","year1990",1.69172825412995,0.37155693707477,"imp12.csv"
"year19913","year1991",0.600872150547832,0.459281712420628,"imp12.csv"
"year19923","year1992",0.684124602440443,0.47955235081477,"imp12.csv"
"year19933","year1993",-0.174432013450056,0.603750370243286,"imp12.csv"
"year19943","year1994",-0.494774590821211,0.685755618743189,"imp12.csv"
"year19953","year1995",-0.251387373457694,0.697245267863896,"imp12.csv"
"year19963","year1996",-1.34413398231238,0.165962494841206,"imp12.csv"
"year19973","year1997",0.478627736607284,0.566169271320227,"imp12.csv"
"year19983","year1998",-0.0866829207567964,0.582367931608167,"imp12.csv"
"year19993","year1999",1.02590965254464,0.452207869643575,"imp12.csv"
"year20003","year2000",1.03180749911295,0.393977395739859,"imp12.csv"
"year20013","year2001",0.238143519883497,0.557466857072086,"imp12.csv"
"year20023","year2002",-0.00734355314088162,0.597518434039745,"imp12.csv"
"year20033","year2003",0.311147804832152,0.466494916663337,"imp12.csv"
"year20043","year2004",0.175618826762082,0.494855333530029,"imp12.csv"
"year20053","year2005",0.917394488058963,0.399370788244874,"imp12.csv"
"year20063","year2006",0.339108589678405,0.516750656333783,"imp12.csv"
"year20073","year2007",0.936400668488037,0.398491432684771,"imp12.csv"
"year20083","year2008",0.0958847557919962,0.528587039010023,"imp12.csv"
"year20093","year2009",0.834562188882416,0.456109922285367,"imp12.csv"
"year20103","year2010",0.337837672560872,0.507576580075838,"imp12.csv"
"year20113","year2011",0.966657913891505,0.396880577969705,"imp12.csv"
"year20123","year2012",0.565281799118902,0.47822887021366,"imp12.csv"
"year20133","year2013",0.614401375087348,0.429264909747825,"imp12.csv"
"year20143","year2014",0.861852481316621,0.457885016749057,"imp12.csv"
"year20153","year2015",0.884419514897879,0.406354020594257,"imp12.csv"
"year20163","year2016",0.194400602972819,0.519948334615911,"imp12.csv"
"year20173","year2017",0.984661005124631,0.421283033540111,"imp12.csv"
"year20183","year2018",0.0768520362149271,0.515156307676389,"imp12.csv"
"year20193","year2019",1.03994806174236,0.378088734875435,"imp12.csv"
"(Intercept)4","(Intercept)",-8.61124994131992,1.02859065700737,"imp13.csv"
"gdppc.gap.ln_l4","gdppc.gap.ln_l",0.205058168543128,0.126173031385295,"imp13.csv"
"growth.gap.5_l4","growth.gap.5_l",0.541196031319093,1.41422870800252,"imp13.csv"
"pop_ln_l4","pop_ln_l",0.245314374905558,0.0412117248009568,"imp13.csv"
"polity2_l4","polity2_l",-0.00905946969210812,0.0134095196581122,"imp13.csv"
"I(polity2_l^2)4","I(polity2_l^2)",-0.0107656901808734,0.00220187938237811,"imp13.csv"
"Polity5_durable_ln_l4","Polity5_durable_ln_l",-0.124119269717951,0.0554073730580386,"imp13.csv"
"BESS_plus_WB_Urbanization_l4","BESS_plus_WB_Urbanization_l",-0.00709262600454825,0.00475546441886545,"imp13.csv"
"VDEM_v2x_execorr_l4","VDEM_v2x_execorr_l",0.884875900421742,0.299436364643934,"imp13.csv"
"Mean_year_schooling_interpolated_l4","Mean_year_schooling_interpolated_l",0.0779604165699169,0.0320936436431865,"imp13.csv"
"oil.pc.ln_l4","oil.pc.ln_l",-0.00607639486944007,0.0141651509391542,"imp13.csv"
"sum.nvc.nonviol4","sum.nvc.nonviol",0.367949799093474,0.140828003567694,"imp13.csv"
"sum.nvc.nonviol_l4","sum.nvc.nonviol_l",0.681857722394712,0.138488693118809,"imp13.csv"
"cumsum.nvc.nonviol4","cumsum.nvc.nonviol",0.176380812650453,0.0439798726809737,"imp13.csv"
"year19514","year1951",1.09506898959561,0.694210403303964,"imp13.csv"
"year19524","year1952",1.03423142634476,0.688795250553826,"imp13.csv"
"year19534","year1953",-0.0888113491370022,0.0475209352442673,"imp13.csv"
"year19544","year1954",-0.0976098051738497,0.0982027816179918,"imp13.csv"
"year19554","year1955",-0.118269731748357,0.0904204060771062,"imp13.csv"
"year19564","year1956",2.07154457211837,0.425978016132791,"imp13.csv"
"year19574","year1957",0.46266355974204,0.708695123394819,"imp13.csv"
"year19584","year1958",0.568840508778718,0.705965878868579,"imp13.csv"
