"","factor","gdppc.gap.ln_l","AME","SE","z","p","lower","upper","model"
"2332","gdppc.gap.ln_l",10.191464547108,-0.125082227093765,0.0424369020937212,-2.94748723216232,0.00320367981833326,-0.208257026812912,-0.0419074273746205,"optimal"
"2333","gdppc.gap.ln_l",10.391464547108,-0.133573549543782,0.0405495121651896,-3.29408524077017,0.000987425493386282,-0.213049132978223,-0.0540979661093424,"optimal"
"2334","gdppc.gap.ln_l",10.591464547108,-0.138473414499493,0.0362475169601977,-3.82021793800516,0.000133333806887531,-0.209517242270483,-0.0674295867284988,"optimal"
"2335","gdppc.gap.ln_l",10.791464547108,-0.139465795236191,0.0297697335464813,-4.68481839175467,2.80208272602419e-06,-0.197813400816648,-0.081118189655734,"optimal"
"2336","gdppc.gap.ln_l",10.991464547108,-0.136489031775728,0.0219619261654718,-6.21480241520499,5.13892721846492e-10,-0.17953361609118,-0.0934444474602751,"optimal"
"2337","gdppc.gap.ln_l",11.191464547108,-0.129786755265005,0.0148916367496026,-8.71541237859353,2.8970219305325e-18,-0.158973826965077,-0.100599683564929,"optimal"
"2338","gdppc.gap.ln_l",11.391464547108,-0.119907507267802,0.013081622778043,-9.16610341868762,4.90426371457413e-20,-0.145547016772104,-0.094267997763498,"optimal"
"2339","gdppc.gap.ln_l",11.591464547108,-0.107646322429418,0.0177155157059074,-6.07638661027081,1.22920850487484e-09,-0.14236809518055,-0.0729245496782853,"optimal"
"2340","gdppc.gap.ln_l",11.791464547108,-0.0939392942077291,0.0237229353930559,-3.95985120101227,7.49964778947405e-05,-0.140435393185689,-0.0474431952297689,"optimal"
"2341","gdppc.gap.ln_l",5.99146454710798,0.116663052869118,0.0142791210653768,8.17018444867697,3.07918317333587e-16,0.0886764898500899,0.144649615888141,"nearest"
"2342","gdppc.gap.ln_l",6.19146454710798,0.128979702032496,0.0137425633801194,9.38541802318221,6.26673575600433e-21,0.102044772752203,0.155914631312788,"nearest"
"2343","gdppc.gap.ln_l",6.39146454710798,0.138296318744304,0.018771472358581,7.36736661368413,1.74031416304156e-13,0.101504908984698,0.175087728503913,"nearest"
"2344","gdppc.gap.ln_l",6.59146454710798,0.143809221972577,0.0257517844787283,5.58443715197163,2.34458282513962e-08,0.0933366518566304,0.194281792088521,"nearest"
"2345","gdppc.gap.ln_l",6.79146454710798,0.145042341425758,0.0320389649907481,4.52706076702669,5.98097455052696e-06,0.0822471239419541,0.207837558909566,"nearest"
"2346","gdppc.gap.ln_l",6.99146454710798,0.141887481248629,0.0364603429033089,3.89155641308444,9.96032235832576e-05,0.0704265222941646,0.213348440203097,"nearest"
"2347","gdppc.gap.ln_l",7.19146454710798,0.134573061761356,0.038585861574192,3.48762619962761,0.000487328877015548,0.0589461627634932,0.210199960759222,"nearest"
"2348","gdppc.gap.ln_l",7.39146454710798,0.1235791917421,0.0384605268124738,3.21314350020863,0.00131290674836674,0.0481979443632137,0.198960439120985,"nearest"
"2349","gdppc.gap.ln_l",7.59146454710798,0.109528807946872,0.0364289047733794,3.00664564658861,0.0026414748036332,0.03812946659481,0.180928149298936,"nearest"
"2350","gdppc.gap.ln_l",7.79146454710798,0.0930839475642789,0.0330083055514974,2.82001593262809,0.00480212651008504,0.0283888574926516,0.157779037635908,"nearest"
"2351","gdppc.gap.ln_l",7.99146454710798,0.074866848488742,0.0288088123433109,2.59874817457115,0.00935643845329234,0.0184026138584786,0.131331083119003,"nearest"
"2352","gdppc.gap.ln_l",8.19146454710798,0.05541379174055,0.0245126545820251,2.26061977723067,0.0237828119963951,0.00736987159430907,0.103457711886789,"nearest"
"2353","gdppc.gap.ln_l",8.39146454710798,0.0351602448513343,0.0209536079907759,1.67800432588089,0.0933462545233334,-0.00590807215675732,0.0762285618594255,"nearest"
"2354","gdppc.gap.ln_l",8.59146454710798,0.0144507764252299,0.0191170683770731,0.755909647870517,0.449703369070915,-0.0230179890838229,0.0519195419342828,"nearest"
"2355","gdppc.gap.ln_l",8.79146454710798,-0.00643417076273542,0.0197230813514621,-0.326225433444173,0.744253799952153,-0.0450906998757548,0.0322223583502839,"nearest"
"2356","gdppc.gap.ln_l",8.99146454710798,-0.0272418473123066,0.022561963373274,-1.20742361210355,0.227269046719655,-0.0714624829444361,0.0169787883198218,"nearest"
"2357","gdppc.gap.ln_l",9.19146454710798,-0.0477070803466863,0.0267456221168134,-1.78373418043231,0.0744668692645645,-0.100127536439758,0.00471337574638592,"nearest"
"2358","gdppc.gap.ln_l",9.39146454710798,-0.0675137751784374,0.0313912630858507,-2.15071865677391,0.031498412870439,-0.129039520255927,-0.00598803010094922,"nearest"
"2359","gdppc.gap.ln_l",9.59146454710798,-0.086263649568946,0.0357968981505349,-2.40980794498411,0.0159609200195207,-0.156424280702244,-0.0161030184356503,"nearest"
"2360","gdppc.gap.ln_l",9.79146454710798,-0.103458918090939,0.0393421015146536,-2.62972525889102,0.00854538977036681,-0.180568020135778,-0.026349816046098,"nearest"
"2361","gdppc.gap.ln_l",9.99146454710798,-0.118506718329114,0.0414492777724411,-2.8590780032338,0.00424874296204629,-0.199745809948296,-0.0372676267099339,"nearest"
"2362","gdppc.gap.ln_l",10.191464547108,-0.130752699606711,0.0415906336432574,-3.14380157629333,0.0016676847810627,-0.212268843641697,-0.0492365555717281,"nearest"
"2363","gdppc.gap.ln_l",10.391464547108,-0.139547683390218,0.0393745238987552,-3.54411100306992,0.000393939350126052,-0.216720332140191,-0.0623750346402472,"nearest"
"2364","gdppc.gap.ln_l",10.591464547108,-0.144343529035019,0.0346948727639757,-4.16037061202003,3.17731580344034e-05,-0.212344230100609,-0.0763428279694244,"nearest"
"2365","gdppc.gap.ln_l",10.791464547108,-0.144803074953494,0.0278941231593154,-5.19116783583629,2.0897913894862e-07,-0.199474551726079,-0.0901315981809138,"nearest"
"2366","gdppc.gap.ln_l",10.991464547108,-0.140897999048916,0.0200630227063347,-7.02277025308,2.17511722694449e-12,-0.180220800974342,-0.101575197123492,"nearest"
"2367","gdppc.gap.ln_l",11.191464547108,-0.132963736993877,0.013939588030708,-9.53857005680275,1.44815240729436e-21,-0.160284827493389,-0.105642646494363,"nearest"
"2368","gdppc.gap.ln_l",11.391464547108,-0.121687548781222,0.0142492386196709,-8.53993339779109,1.34299220838787e-17,-0.149615543282896,-0.0937595542795513,"nearest"
"2369","gdppc.gap.ln_l",11.591464547108,-0.108024653849639,0.0197018889692078,-5.4829592237816,4.18269453455849e-08,-0.146639646656694,-0.0694096610425853,"nearest"
"2370","gdppc.gap.ln_l",11.791464547108,-0.0930610660201426,0.0253881231758653,-3.66553547008978,0.000246821597226623,-0.142820873079904,-0.0433012589603787,"nearest"
"2371","gdppc.gap.ln_l",5.99146454710798,0.117038135644171,0.0144517406287877,8.09854941701846,5.56183707374583e-16,0.088713244497832,0.145363026790508,"optimal"
"2372","gdppc.gap.ln_l",6.19146454710798,0.12951270027477,0.0137911175817481,9.39102284547075,5.94203774831834e-21,0.102482606507986,0.156542794041553,"optimal"
"2373","gdppc.gap.ln_l",6.39146454710798,0.138957174420712,0.018873612518797,7.36251071607616,1.8048293314202e-13,0.101965573625705,0.175948775215718,"optimal"
"2374","gdppc.gap.ln_l",6.59146454710798,0.144550069151756,0.0259913243611104,5.56147378807829,2.67505862655061e-08,0.0936080094934833,0.195492128810033,"optimal"
"2375","gdppc.gap.ln_l",6.79146454710798,0.145804473562142,0.0324062890817504,4.49926473205018,6.81888984037757e-06,0.0822893140893162,0.209319633034965,"optimal"
"2376","gdppc.gap.ln_l",6.99146454710798,0.142609862618755,0.0369097041262886,3.86374981849779,0.000111659584955532,0.0702681718512002,0.21495155338631,"optimal"
"2377","gdppc.gap.ln_l",7.19146454710798,0.135200055189675,0.0390645035427535,3.46094389863954,0.000538284975943894,0.0586350351719402,0.211765075207409,"optimal"
"2378","gdppc.gap.ln_l",7.39146454710798,0.124065796119847,0.038920819569941,3.18764603342693,0.00143436007472509,0.0477823915139836,0.200349200725716,"optimal"
"2379","gdppc.gap.ln_l",7.59146454710798,0.109842800801418,0.0368309824131096,2.98234783882173,0.002860467998435,0.0376554017564942,0.18203019984634,"optimal"
"2380","gdppc.gap.ln_l",7.79146454710798,0.0932053461241118,0.0333256569639572,2.79680446284725,0.00516107580915517,0.0278882587136174,0.158522433534602,"optimal"
"2381","gdppc.gap.ln_l",7.99146454710798,0.074785684509551,0.0290279316252028,2.57633528544693,0.00998537679562983,0.0178919839784614,0.131679385040639,"optimal"
"2382","gdppc.gap.ln_l",8.19146454710798,0.0551273007999517,0.0246351563080737,2.23774917887917,0.0252374162390377,0.00684328168261305,0.103411319917291,"optimal"
"2383","gdppc.gap.ln_l",8.39146454710798,0.0346703639050783,0.0210004777143419,1.65093215386242,0.0987524293484046,-0.00648981607316768,0.0758305438833247,"optimal"
"2384","gdppc.gap.ln_l",8.59146454710798,0.0137625271454682,0.0191394025661308,0.71906775030807,0.472099176640105,-0.0237500125697616,0.0512750668606982,"optimal"
"2385","gdppc.gap.ln_l",8.79146454710798,-0.00731312457084706,0.0197938769278626,-0.369463981083606,0.711781915879782,-0.046108410463876,0.0314821613221821,"optimal"
