"","var","coef","se","model"
"year20101","year2010",0.310265297652417,0.550816200203352,"imp10.csv"
"year20111","year2011",1.55952720293055,0.39164778033713,"imp10.csv"
"year20121","year2012",-0.104412752028032,0.609902007160892,"imp10.csv"
"year20131","year2013",1.20579488660601,0.422700060625397,"imp10.csv"
"year20141","year2014",0.60457584979531,0.511844422807603,"imp10.csv"
"year20151","year2015",0.868467884056134,0.426357436262266,"imp10.csv"
"year20161","year2016",0.269578356961104,0.596268450021824,"imp10.csv"
"year20171","year2017",0.246784168501529,0.549441672958863,"imp10.csv"
"year20181","year2018",0.432674596052613,0.544074250404555,"imp10.csv"
"year20191","year2019",1.07650782492166,0.439271417435366,"imp10.csv"
"(Intercept)2","(Intercept)",-25.1510450951002,4.49267105046647,"imp11.csv"
"gdppc.gap.ln_l2","gdppc.gap.ln_l",4.12549420930346,1.00933320012583,"imp11.csv"
"I(gdppc.gap.ln_l^2)2","I(gdppc.gap.ln_l^2)",-0.226751410688124,0.0565010321436375,"imp11.csv"
"growth.gap.5_l2","growth.gap.5_l",-0.343178214062197,1.21525078821563,"imp11.csv"
"pop_ln_l2","pop_ln_l",0.199661238739937,0.0433966397954995,"imp11.csv"
"polity2_l2","polity2_l",-0.0213657104740199,0.0121105845796653,"imp11.csv"
"I(polity2_l^2)2","I(polity2_l^2)",-0.00673665171652443,0.0030236423409983,"imp11.csv"
"Polity5_durable_ln_l2","Polity5_durable_ln_l",-0.160576014062937,0.0698765474221282,"imp11.csv"
"BESS_plus_WB_Urbanization_l2","BESS_plus_WB_Urbanization_l",0.00261772299836091,0.00536434262129321,"imp11.csv"
"VDEM_v2x_execorr_l2","VDEM_v2x_execorr_l",1.02946081732323,0.364128600631643,"imp11.csv"
"Mean_year_schooling_interpolated_l2","Mean_year_schooling_interpolated_l",0.0449480046771594,0.0385723411771605,"imp11.csv"
"oil.pc.ln_l2","oil.pc.ln_l",-0.0460380307199462,0.0151355880176687,"imp11.csv"
"sum.rev.q.nonviol2","sum.rev.q.nonviol",0.536168900872131,0.172415991145329,"imp11.csv"
"sum.rev.q.nonviol_l2","sum.rev.q.nonviol_l",0.198568752828238,0.162063604686471,"imp11.csv"
"cumsum.unarmed.rev.q2","cumsum.unarmed.rev.q",0.256073858300897,0.0515642004407829,"imp11.csv"
"year19512","year1951",0.00218184711944646,0.0312467123667838,"imp11.csv"
"year19522","year1952",1.03052178394221,0.675620384474326,"imp11.csv"
"year19532","year1953",-0.112644175042265,0.0510768472840792,"imp11.csv"
"year19542","year1954",-0.107150814731601,0.0588647843600905,"imp11.csv"
"year19552","year1955",-0.122696708020311,0.0794777771563618,"imp11.csv"
"year19562","year1956",-0.201986724494815,0.0708175886355765,"imp11.csv"
"year19572","year1957",-0.199014714720429,0.0739985201223048,"imp11.csv"
"year19582","year1958",-0.164154585782352,0.0768716642340312,"imp11.csv"
"year19592","year1959",-0.191804477718339,0.0777634429453971,"imp11.csv"
"year19602","year1960",0.739803649903735,0.681129257869321,"imp11.csv"
"year19612","year1961",-0.365470255231235,0.0896213829209422,"imp11.csv"
"year19622","year1962",-0.443441460919393,0.0909027025949148,"imp11.csv"
"year19632","year1963",0.607459648436504,0.680815009223078,"imp11.csv"
"year19642","year1964",0.58120471675174,0.662919677500116,"imp11.csv"
"year19652","year1965",-0.548313404732443,0.102880717233375,"imp11.csv"
"year19662","year1966",-0.526113934053898,0.0995752424407619,"imp11.csv"
"year19672","year1967",-0.58575083817638,0.109863781082192,"imp11.csv"
"year19682","year1968",0.510643534609506,0.682978234271626,"imp11.csv"
"year19692","year1969",-0.630610760275594,0.104017826706591,"imp11.csv"
"year19702","year1970",-0.653705827550981,0.106606382624349,"imp11.csv"
"year19712","year1971",-0.675822909417124,0.105229265430457,"imp11.csv"
"year19722","year1972",-0.698293586174227,0.110172579889478,"imp11.csv"
"year19732","year1973",0.820555188057353,0.596971527447335,"imp11.csv"
"year19742","year1974",-0.736786468432486,0.120296358596438,"imp11.csv"
"year19752","year1975",-0.81781211787737,0.118660270904112,"imp11.csv"
"year19762","year1976",-0.774898432098079,0.107635543207493,"imp11.csv"
"year19772","year1977",-0.762249482946466,0.112616558059808,"imp11.csv"
"year19782","year1978",-0.764064351646819,0.11057780758865,"imp11.csv"
"year19792","year1979",-0.821513935836275,0.113954622167282,"imp11.csv"
"year19802","year1980",0.165344713873794,0.680565336102171,"imp11.csv"
"year19812","year1981",-0.915754686197755,0.127510008538384,"imp11.csv"
"year19822","year1982",0.0248993995634759,0.685651143921103,"imp11.csv"
"year19832","year1983",-0.97747539866804,0.136343677108735,"imp11.csv"
"year19842","year1984",-0.937110291087566,0.139947376023693,"imp11.csv"
"year19852","year1985",-0.917940358646169,0.135949990501843,"imp11.csv"
"year19862","year1986",0.164956483578546,0.675160162399591,"imp11.csv"
"year19872","year1987",0.540245680991903,0.588845892716601,"imp11.csv"
