"","var","coef","se","model"
"polity2_l2","polity2_l",-0.0137200427052954,0.0130442795512252,"imp11.csv"
"I(polity2_l^2)2","I(polity2_l^2)",-0.0100184559889953,0.00205366604290101,"imp11.csv"
"Polity5_durable_ln_l2","Polity5_durable_ln_l",-0.100635141457345,0.0535624560211359,"imp11.csv"
"BESS_plus_WB_Urbanization_l2","BESS_plus_WB_Urbanization_l",-0.0044901744626453,0.0047823804718379,"imp11.csv"
"VDEM_v2x_execorr_l2","VDEM_v2x_execorr_l",0.676699780639018,0.272743968285743,"imp11.csv"
"Mean_year_schooling_interpolated_l2","Mean_year_schooling_interpolated_l",0.0688694121489068,0.030704274137899,"imp11.csv"
"oil.pc.ln_l2","oil.pc.ln_l",-0.0146894840297421,0.0155602948011379,"imp11.csv"
"sum.nvc.nonviol2","sum.nvc.nonviol",0.331324725050029,0.139030803332582,"imp11.csv"
"sum.nvc.nonviol_l2","sum.nvc.nonviol_l",0.679391922046259,0.142960457930771,"imp11.csv"
"cumsum.nvc.nonviol2","cumsum.nvc.nonviol",0.148286226167777,0.0438651886379553,"imp11.csv"
"year19512","year1951",1.08096021639703,0.694403609118588,"imp11.csv"
"year19522","year1952",0.974948339209988,0.689947861690885,"imp11.csv"
"year19532","year1953",-0.0760193967564906,0.0386258496545496,"imp11.csv"
"year19542","year1954",-0.0875338981715945,0.050402489128664,"imp11.csv"
"year19552","year1955",-0.0922130834680845,0.061490107519645,"imp11.csv"
"year19562","year1956",2.07320507692604,0.418727461936992,"imp11.csv"
"year19572","year1957",0.42668479299098,0.708317821115786,"imp11.csv"
"year19582","year1958",0.558753658808282,0.706444262711967,"imp11.csv"
"year19592","year1959",-0.443134710557493,0.0961315936397117,"imp11.csv"
"year19602","year1960",1.75940673966317,0.48594558908975,"imp11.csv"
"year19612","year1961",0.352692411842176,0.695152379959207,"imp11.csv"
"year19622","year1962",0.341253739707073,0.688848860918129,"imp11.csv"
"year19632","year1963",0.381808785439106,0.682247938350745,"imp11.csv"
"year19642","year1964",0.89461983386753,0.58324227646333,"imp11.csv"
"year19652","year1965",0.734556674345407,0.595412449688201,"imp11.csv"
"year19662","year1966",-0.73266851171581,0.117114528506006,"imp11.csv"
"year19672","year1967",-0.564982005869962,0.105366007720072,"imp11.csv"
"year19682","year1968",1.01773725140716,0.595572416605979,"imp11.csv"
"year19692","year1969",-0.705901329902935,0.107985632250549,"imp11.csv"
"year19702","year1970",0.93987498159877,0.597483882405629,"imp11.csv"
"year19712","year1971",-0.809652360583998,0.112101035405968,"imp11.csv"
"year19722","year1972",0.339231454231902,0.683018680651435,"imp11.csv"
"year19732","year1973",1.05519264911696,0.531527894464793,"imp11.csv"
"year19742","year1974",-0.805309647506837,0.131385355099302,"imp11.csv"
"year19752","year1975",0.286599645890175,0.707639235627591,"imp11.csv"
"year19762","year1976",0.815277282960235,0.593250673909946,"imp11.csv"
"year19772","year1977",1.72577876600654,0.443318899559032,"imp11.csv"
"year19782","year1978",-0.0886045649571292,0.689022063590066,"imp11.csv"
